name,Unnamed: 0,ra,dec,dist,nplanets,date,mabs,mapp,type,commentary,subtype,importance,teff_val,mass
Kepler-946,1202,300.929606,44.02879,9.179999999999999e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1523,2251,296.054062,45.827049,9.179999999999999e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-710,3092,291.964161,42.696144,9.19e-07,1,01/01/2016,,,exoplanet, ,,0,,
CoRoT-17,2522,278.699254,-6.612234,9.2e-07,1,01/01/2011,,,exoplanet, ,,0,,
Kepler-1103,1321,287.38209,49.452396,9.21e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-933,1191,289.56865899999997,43.538612,9.22e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1420,713,296.2038100000001,42.777832000000004,9.23e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1122,1020,288.280535,46.340903999999995,9.240000000000001e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1000,904,286.685523,47.098221,9.25e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-920,3181,284.2969490000001,49.158676,9.259999999999999e-07,2,01/01/2016,,,exoplanet, ,,0,,
Kepler-608,2901,293.882931,44.638096000000004,9.259999999999999e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-150,48,288.234084,40.520905,9.27e-07,5,01/01/2014,,,exoplanet, ,,0,,
Kepler-1622,2072,297.32891,47.815472,9.27e-07,1,01/01/2016,,,exoplanet, ,,0,,
HAT-P-66,3331,150.572632,53.950863,9.27e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-244,2007,287.24268,42.301369,9.279999999999999e-07,3,01/01/2014,,,exoplanet, ,,0,,
Kepler-350,2404,285.419606,39.706107,9.31e-07,3,01/01/2013,,,exoplanet, ,,0,,
Kepler-1015,995,292.75732999999997,43.42691,9.32e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-612,2997,291.354639,45.747898,9.32e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-990,895,297.938209,46.881393,9.33e-07,2,01/01/2016,,,exoplanet, ,,0,,
Kepler-809,3171,289.083643,48.018131,9.33e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-123,1436,296.998621,42.781956,9.340000000000001e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-1115,729,294.991772,40.144409,9.35e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-987,893,289.41107,46.130848,9.359999999999999e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1241,838,294.576248,38.456974,9.359999999999999e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1330,2462,290.5767370000001,39.956893,9.39e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1615,2091,286.359226,42.22747800000001,9.4e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1100,1318,291.871356,44.087376,9.4e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1132,1031,286.367463,48.423935,9.4e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-364,2271,281.569933,47.398697,9.41e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-1342,413,297.020069,43.432549,9.41e-07,1,01/01/2016,,,exoplanet, ,,0,,
HATS-42,3221,108.45241499999999,-33.437332,9.42e-07,1,01/01/2018,,,exoplanet, ,,0,,
Kepler-712,2932,294.90973399999996,42.935261,9.440000000000001e-07,2,01/01/2016,,,exoplanet, ,,0,,
Kepler-219,229,288.73897999999997,46.762558,9.459999999999999e-07,3,01/01/2014,,,exoplanet, ,,0,,
Kepler-1404,701,296.00943,50.498385999999996,9.459999999999999e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1196,533,292.369561,43.910809,9.459999999999999e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-122,1431,291.1118830000001,39.949104,9.459999999999999e-07,5,01/01/2014,,,exoplanet, ,,0,,
Kepler-1207,544,295.0642430000001,49.358994,9.459999999999999e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1231,830,288.588357,42.605659,9.48e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-365,2505,295.626598,49.130435999999996,9.5e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-347,2398,289.199596,49.305717,9.5e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-682,3028,289.1122220000001,51.737381,9.51e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1379,605,293.670471,41.410247999999996,9.51e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-483,939,291.6467580000001,41.884663,9.53e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-313,2136,298.294935,48.77545900000001,9.54e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-829,773,282.3327930000001,42.463825,9.54e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-264,2021,292.04461499999996,37.376246,9.55e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-1325,2461,285.017227,42.08538400000001,9.55e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-822,765,292.276118,39.550179,9.56e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-869,3176,289.424591,50.994122,9.570000000000001e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1333,403,293.527561,41.111437,9.58e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1220,821,297.07036899999997,42.977740999999995,9.58e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1641,2346,296.35944,41.574532,9.61e-07,2,01/01/2016,,,exoplanet, ,,0,,
Kepler-1383,609,297.944779,42.191882,9.61e-07,1,01/01/2016,,,exoplanet, ,,0,,
HATS-36,3440,291.478699,-23.202793,9.62e-07,1,01/01/2018,,,exoplanet, ,,0,,
Kepler-1355,515,283.741416,49.067978000000004,9.63e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1071,1208,293.057996,45.248816999999995,9.64e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-723,2941,284.830468,44.658142,9.65e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-923,1183,294.171085,40.055165,9.66e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-226,334,292.376129,47.880989,9.66e-07,3,01/01/2014,,,exoplanet, ,,0,,
Kepler-603,2893,294.280982,42.29097,9.67e-07,3,01/01/2016,,,exoplanet, ,,0,,
Kepler-818,761,296.235105,39.370343,9.67e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1490,1904,295.693573,42.609512,9.679999999999999e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-679,3023,296.021342,50.567783,9.679999999999999e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-397,2285,295.89410899999996,42.380451,9.69e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-1056,1115,299.52598,46.899260999999996,9.709999999999999e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1045,3211,284.183296,45.074104,9.709999999999999e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1137,1036,287.1302720000001,48.665375,9.709999999999999e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-602,2892,296.031983,42.141949,9.709999999999999e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-588,2884,284.25721,47.68895300000001,9.72e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1452,1806,292.42283,38.266328,9.740000000000001e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1072,1209,292.04438,46.329025,9.759999999999998e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-683,3029,291.439982,37.905656,9.759999999999998e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-389,2683,291.96000499999997,44.900024,9.770000000000001e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-374,2593,294.13793,42.370502,9.78e-07,3,01/01/2014,,,exoplanet, ,,0,,
Kepler-673,3015,290.785759,50.054119,9.78e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1041,1101,293.881768,49.683155,9.79e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-670,3013,297.015468,49.225291999999996,9.8e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-14,1844,287.708814,47.33305,9.8e-07,1,01/01/2011,,,exoplanet, ,,0,,
Kepler-733,2950,293.018285,45.914691999999995,9.8e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-417,2773,293.824314,42.779705,9.81e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-604,2896,292.316017,42.626255,9.81e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1554,2550,286.576164,41.741473,9.82e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1291,1282,289.377032,40.001151,9.82e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1614,2090,284.871334,49.775913,9.82e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-590,2879,296.385544,48.233447999999996,9.86e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1623,2073,294.082695,39.556103,9.86e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1102,1320,281.322565,48.066505,9.86e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-82,1370,292.87339,42.966136999999996,9.87e-07,4,01/01/2012,,,exoplanet, ,,0,,
Kepler-116,1830,294.74207,43.536834999999996,9.87e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-343,2189,291.96068399999996,42.433006,9.87e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-1155,1342,288.820587,39.522827,9.87e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-470,924,297.00944,50.372314,9.89e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-820,763,291.020145,39.220678,9.89e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1162,2436,283.29213,45.434115999999996,9.89e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-164,1460,287.780828,47.629913,9.91e-07,3,01/01/2014,,,exoplanet, ,,0,,
Kepler-738,2955,287.569664,46.56785900000001,9.92e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1600,2824,291.399384,38.78775200000001,9.92e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1561,2556,296.923604,43.566466999999996,9.93e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1546,2543,297.583942,41.541227,9.940000000000001e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-79,2469,300.517131,44.38158,9.95e-07,4,01/01/2014,,,exoplanet, ,,0,,
Kepler-924,1184,290.668512,40.397718,9.95e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1127,1025,293.217384,42.720707,9.959999999999999e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1297,300,289.956501,47.020393,9.959999999999999e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-998,902,296.754151,49.208744,9.959999999999999e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1134,1033,295.567982,42.478287,9.97e-07,1,01/01/2016,,,exoplanet, ,,0,,
MOA-2007-BLG-192L,2482,272.015825,-27.150075,1e-06,1,01/01/2008,,,exoplanet, ,,0,,
Kepler-771,1675,287.44409,38.088431,1e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-765,1666,283.184612,47.15567,1e-06,1,01/01/2016,,,exoplanet, ,,0,,
CoRoT-25,11,280.629662,6.513829,1e-06,1,01/01/2013,,,exoplanet, ,,0,,
PH1,2566,298.215108,39.955104,1e-06,1,01/01/2012,,,exoplanet, ,,0,,
WTS-2,2651,293.732796,36.815490999999994,1e-06,1,01/01/2014,,,exoplanet, ,,0,,
Kepler-692,1638,294.77684,40.153738,1e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-693,1639,283.253557,40.358196,1e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-836,780,287.45277799999997,45.704399,1e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-959,791,292.171168,40.811382,1e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-713,2933,295.651502,43.029831,1e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1599,3068,286.220889,41.151251,1e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1280,1298,293.573935,45.384541,1.01e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-736,2953,285.391321,46.180939,1.01e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1001,905,286.273871,48.618706,1.01e-06,1,01/01/2016,,,exoplanet, ,,0,,
NGTS-3 A,3279,94.44479399999999,-35.706394,1.01e-06,1,01/01/2018,,,exoplanet, ,,0,,
Kepler-255,2951,296.064233,45.976841,1.01e-06,3,01/01/2016,,,exoplanet, ,,0,,
Kepler-672,3014,291.722008,49.480877,1.01e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1144,2174,290.043293,47.257977000000004,1.01e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-51,1171,296.47977599999996,49.937683,1.01e-06,3,01/01/2014,,,exoplanet, ,,0,,
Kepler-764,1665,297.393183,47.164627,1.01e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-251,2742,296.566237,44.105865,1.01e-06,4,01/01/2014,,,exoplanet, ,,0,,
Kepler-259,2841,288.211929,46.615005,1.01e-06,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-183,58,293.530848,39.315898,1.02e-06,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-1578,2807,288.302,47.775555,1.02e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-757,3052,296.680438,41.386515,1.02e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-593,2882,294.95145099999996,48.651188,1.02e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1116,730,291.933655,44.115505,1.02e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1279,1297,288.095635,40.365964,1.02e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1024,1005,291.950991,38.251698,1.02e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-418,2366,294.433512,38.35545,1.02e-06,1,01/01/2014,,,exoplanet, ,,0,,
Kepler-270,1856,282.2001,44.422302,1.02e-06,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-616,3001,294.989131,46.838328999999995,1.02e-06,2,01/01/2016,,,exoplanet, ,,0,,
Kepler-1377,603,289.1954580000001,46.65170300000001,1.02e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-541,2966,294.149669,38.45825900000001,1.02e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-976,807,289.869641,46.729706,1.02e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-59,2471,287.03950299999997,46.640128999999995,1.02e-06,2,01/01/2012,,,exoplanet, ,,0,,
Kepler-1051,1111,295.1581060000001,40.898849,1.02e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-642,2912,293.834559,42.624962,1.02e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-320,2175,293.213548,46.175125,1.02e-06,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-694,1640,291.14950699999997,40.420518,1.02e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1176,2439,297.91972799999996,45.274162,1.02e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1149,2444,294.18926,45.151577,1.02e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-299,2039,283.206964,48.580502,1.02e-06,4,01/01/2014,,,exoplanet, ,,0,,
Kepler-171,1932,296.7719140000001,41.755537,1.03e-06,3,01/01/2014,,,exoplanet, ,,0,,
Kepler-1357,494,291.548094,50.353313,1.03e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1287,1305,289.134661,47.06299600000001,1.03e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-917,3180,299.05126,47.94928400000001,1.03e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-344,2394,292.4996450000001,46.324406,1.03e-06,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-643,2913,290.327325,42.898281,1.03e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-939,1196,293.865613,47.026829,1.03e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1187,524,286.892005,38.318556,1.03e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-799,1695,287.174894,44.878571,1.03e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1504,1918,289.711993,50.128212,1.03e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-663,2908,297.808262,47.946671,1.03e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-91,279,285.6728720000001,44.116734,1.03e-06,1,01/01/2013,,,exoplanet, ,,0,,
Kepler-346,2396,288.011911,46.117607,1.03e-06,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-1348,2722,292.08746,49.78876500000001,1.03e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-592,2881,285.790685,48.683262,1.03e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-944,3187,293.601262,42.379761,1.04e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-781,3059,287.653619,47.414811,1.04e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-899,1088,297.48258,40.68078,1.04e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-857,878,294.632389,43.400467,1.04e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1070,1207,293.195374,49.316502,1.04e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1260,1143,295.591254,42.555240999999995,1.04e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-565,436,283.617946,47.196686,1.04e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-855,3173,295.09499,43.537586,1.04e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-501,1244,297.201554,41.730206,1.04e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-689,1635,294.710624,39.521744,1.04e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1334,404,289.31147999999996,51.320865999999995,1.05e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-282,1956,284.677277,44.797684000000004,1.05e-06,4,01/01/2013,,,exoplanet, ,,0,,
Kepler-800,3326,286.574823,44.795204,1.05e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1054,1113,290.601152,44.556385,1.05e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1569,2562,292.204706,37.22122,1.05e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-292,2107,295.766145,42.424288,1.05e-06,5,01/01/2014,,,exoplanet, ,,0,,
Kepler-1052,3213,295.342731,46.602264,1.05e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-841,863,284.251306,48.809612,1.05e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-704,1644,283.316391,41.83712,1.05e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-412,2768,286.110327,43.680958000000004,1.06e-06,1,01/01/2014,,,exoplanet, ,,0,,
Kepler-1354,514,291.245187,37.759052000000004,1.06e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1471,3402,289.664878,50.020046,1.06e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1494,3405,282.657401,43.162518,1.06e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-816,1706,293.362842,39.212452,1.06e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1289,1307,296.388807,41.040571,1.06e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-340,2315,295.933477,40.30057,1.06e-06,2,01/01/2014,,,exoplanet, ,,0,,
CoRoT-13,4,102.721137,-5.086444999999999,1.06e-06,1,01/01/2010,,,exoplanet, ,,0,,
Kepler-1556,2552,288.397002,40.2132,1.06e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-700,1629,287.1543,41.565788,1.06e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1610,2086,295.90501,45.405434,1.06e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-391,2686,290.62181499999997,51.057303999999995,1.06e-06,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-84,1378,298.252049,40.496077,1.07e-06,5,01/01/2014,,,exoplanet, ,,0,,
Kepler-1415,709,285.156913,47.873333,1.07e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-217,225,293.037744,46.27750800000001,1.07e-06,3,01/01/2014,,,exoplanet, ,,0,,
Kepler-684,3030,290.870517,38.273635,1.07e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-358,2493,293.230225,48.281376,1.07e-06,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-293,2108,286.358057,42.406509,1.07e-06,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-177,1936,286.047132,45.053207,1.07e-06,2,01/01/2013,,,exoplanet, ,,0,,
Kepler-497,1241,290.765882,38.92795200000001,1.07e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-874,3177,294.95686,43.014328000000006,1.07e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-752,3046,292.268128,37.955653999999996,1.08e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1065,3216,294.511258,38.790501,1.08e-06,2,01/01/2016,,,exoplanet, ,,0,,
Kepler-370,2585,292.17112099999997,40.916306,1.08e-06,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-351,2193,286.452706,42.657879,1.08e-06,3,01/01/2014,,,exoplanet, ,,0,,
Kepler-1236,834,295.624706,42.545898,1.08e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1004,908,297.359299,49.79755,1.08e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1257,1141,296.075676,45.627056,1.08e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1165,1350,286.971267,44.708302,1.08e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-596,2886,289.500676,51.68573,1.08e-06,1,01/01/2016,,,exoplanet, ,,0,,
BD+20 274,683,25.920324,21.005314000000002,1.08e-06,1,01/01/2012,,,exoplanet, ,,0,,
Kepler-1635,2341,285.348993,45.556183000000004,1.08e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-798,1694,292.478209,42.142291,1.09e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-894,1083,288.734088,46.939396,1.09e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-266,2848,294.484378,44.166916,1.09e-06,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-1591,2817,296.516659,44.608608000000004,1.09e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1281,1299,295.35445699999997,48.515404,1.09e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-697,1626,283.86439,41.346458,1.09e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1247,2450,294.533553,46.618271,1.09e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1487,1902,295.498108,38.644501,1.09e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-227,323,291.934236,48.141651,1.1e-06,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-1484,1909,292.684285,38.126286,1.1e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-996,901,291.9127890000001,41.533611,1.1e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1077,1215,291.033636,42.26786,1.1e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-427,1884,288.25458,43.704868,1.1e-06,1,01/01/2014,,,exoplanet, ,,0,,
Kepler-1594,2820,293.62309,47.961914,1.1e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1138,1037,285.899242,48.307301,1.1e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-941,1198,294.3263560000001,47.217613,1.11e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-67,1281,294.15333599999997,46.166438,1.11e-06,1,01/01/2013,,,exoplanet, ,,0,,
Kepler-66,2466,293.981569,46.687748,1.11e-06,1,01/01/2013,,,exoplanet, ,,0,,
Kepler-1534,2263,292.395391,43.869071999999996,1.11e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1192,529,282.1405660000001,43.89658,1.11e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1131,1030,295.651494,49.261295000000004,1.11e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-619,3004,290.849058,48.416016,1.11e-06,2,01/01/2016,,,exoplanet, ,,0,,
Kepler-1373,599,285.752049,39.249204999999996,1.11e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1186,523,288.479641,47.101768,1.11e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-315,2140,298.023104,43.363521999999996,1.11e-06,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-33,951,289.077548,46.005221999999996,1.11e-06,5,01/01/2011,,,exoplanet, ,,0,,
Kepler-610,2902,293.1713430000001,45.065605,1.11e-06,2,01/01/2016,,,exoplanet, ,,0,,
Kepler-1543,2540,297.1243120000001,47.037025,1.11e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-872,982,295.417461,43.60564,1.11e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-618,3002,286.249817,48.06094,1.12e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1392,3392,288.766976,46.394424,1.12e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1294,297,291.268101,44.488194,1.12e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1237,835,295.6292660000001,44.69062,1.12e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1497,1913,296.19614,45.634331,1.12e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-830,774,295.054286,42.756847,1.12e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1346,416,291.841308,45.179176,1.12e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1216,816,287.405321,45.918007,1.12e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1282,1300,290.176173,46.698338,1.13e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-557,1251,293.708458,41.615134999999995,1.13e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-717,2936,292.965535,43.34639,1.13e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1113,727,289.406695,39.33883400000001,1.13e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-739,2956,290.067985,46.57914,1.13e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1468,1816,293.519844,41.277405,1.13e-06,2,01/01/2016,,,exoplanet, ,,0,,
Kepler-1306,309,294.478341,46.945862,1.13e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-223,242,298.318356,47.279495000000004,1.14e-06,4,01/01/2014,,,exoplanet, ,,0,,
Kepler-698,1627,288.509997,41.301769,1.14e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1374,600,291.349983,45.172267,1.14e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-671,3089,294.265808,49.314091,1.14e-06,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-75,378,291.1375930000001,36.577386,1.14e-06,1,01/01/2013,,,exoplanet, ,,0,,
